test,a,seed,arm,cross_step,reproduced,growth,relax,ratio,branch_converged,residual
lag1,1.3,300045,1.0,2532,True,0.0005168922552625,0.1463169343853308,0.0035326892094476,True,0.0275147232921659
lag2-tstar,1.3,300045,1.0,2532,True,0.0005168922552625,0.1463169343853308,0.0035326892094476,True,0.0275147232921659
4b,1.3,300045,control,2532,True,0.0005168922552625,0.1463169343853308,0.0035326892094476,True,0.0275147232921659
lag2-tstar,1.3,300024,0.25,2561,True,0.0004601929478672,1.701405528289682,0.0002704781077853,True,0.0026550460321004
lag1,1.3,300034,1.0,2578,True,0.0004345265691956,0.1204775197674645,0.0036067024788887,True,0.0886010132023102
lag2-tstar,1.3,300034,1.0,2578,True,0.0004345265691956,0.1204775197674645,0.0036067024788887,True,0.0886010132023102
4b,1.3,300034,control,2578,True,0.0004345265691956,0.1204775197674645,0.0036067024788887,True,0.0886010132023102
lag1,1.3,300004,1.0,2596,True,0.0004488121650826,0.1108492157281286,0.0040488528685973,True,-0.1149466522311671
lag2-tstar,1.3,300004,1.0,2596,True,0.0004488121650826,0.1108492157281286,0.0040488528685973,True,-0.1149466522311671
4b,1.3,300004,control,2596,True,0.0004488121650826,0.1108492157281286,0.0040488528685973,True,-0.1149466522311671
4b,1.3,300004,teleport,2526,True,0.0005066939765852,0.1227862523535022,0.0041266344307544,True,-0.1146677404594108
lag1,1.3,300022,0.5,2603,True,0.0004366934174113,0.1187921694704687,0.00367611282257,True,-0.0058053181035839
lag1,1.3,300037,0.5,2610,True,0.0005250114802999,0.1285144058901109,0.0040852344658459,True,0.0315165951826386
lag2-tstar,1.5,300001,0.25,2616,True,0.0004614813468642,0.0554387283135212,0.0083241690583966,True,0.1052008292523776
lag1,1.5,300001,0.25,2623,True,0.0004605206808331,0.0554979199338016,0.0082979809222121,True,0.1050642894422226
4b,1.3,300040,reset,2629,True,0.0005910661921085,0.1450347346724594,0.0040753423201925,True,0.065892628822251
4b,1.3,300035,reset,2633,True,0.0005743382138449,0.1460774986983011,0.0039317363657162,True,0.0304652902802873
lag2-tstar,1.3,300046,0.25,2634,True,0.0004241427726526,0.2027451247688221,0.0020919998601014,True,0.0164225033222646
lag1,1.5,300030,0.5,2641,True,0.0008024221524041,0.064896944050147,0.0123645599056884,True,0.0516679681681533
4b,1.3,300049,reset,2643,True,0.0006306167134016,0.1472195920894318,0.0042835108048564,True,-0.0337433982995571
lag1,1.3,300024,2.0,2661,True,0.0006564935877774,0.1495256827650327,0.0043905072067722,True,0.0341605940003673
lag1,1.3,300017,0.5,2674,True,0.0004596442474287,0.1200837580041892,0.0038276970596866,True,0.0296658379591776
4b,1.3,300031,reset,2681,True,0.0005978444843022,0.1440611460939311,0.0041499356385271,True,0.0326059731559602
lag2-tstar,1.3,300000,0.25,2691,True,0.0003937816610445,0.7558704380952324,0.0005209644949693,True,-0.0558247166185696
lag2-tstar,1.3,300045,0.5,2703,True,0.0005035051126799,0.1899422567494466,0.0026508325282461,True,0.0205624841674945
lag1,1.3,300040,2.0,2705,True,0.0004216367234514,0.107627313813802,0.0039175624524172,True,0.0655485760559944
lag1,1.3,300011,2.0,2720,True,0.0004399718559015,0.1071585244898672,0.0041058036026167,True,0.0314983982965255
lag1,1.5,300030,0.25,2724,True,0.0006314635562295,0.0740351241094815,0.0085292428941663,True,0.0357489159604413
lag1,1.3,300031,2.0,2725,True,0.0004202827947976,0.1078199874910175,0.0038980044848611,True,0.0307276772574986
4b,1.3,300005,reset,2731,True,0.0005763580685677,0.1465606073346933,0.0039325578615513,True,0.0311071366439996
lag2-tstar,1.3,300031,2.0,2733,True,0.0004197802945557,0.1077613489565651,0.0038954625069233,True,0.0307392571775986
lag1,1.3,300020,2.0,2748,True,0.0004254152841592,0.1113475359010116,0.0038206079794839,True,0.02985788682287
4b,1.3,300035,teleport,2742,True,0.0004801536231862,0.133809582002457,0.0035883351251885,True,0.0276900708887273
4b,1.3,300011,reset,2755,True,0.00061279549377,0.1449139728537209,0.0042286846582322,True,0.0318831788143134
lag2-tstar,1.5,300004,0.25,2773,True,0.0007595083679589,0.13810781327494,0.0054993873985028,True,0.0228548079952519
lag2-tstar,1.3,300033,0.25,2779,True,0.0003897623754743,0.3240340641321297,0.0012028438322319,True,-0.0319423530509245
lag2-tstar,1.3,300005,2.0,2783,True,0.0004136385188063,0.1064682385793743,0.0038850884012505,True,0.0307721358085215
lag1,1.3,300005,2.0,2784,True,0.0004130961745231,0.1063003588337658,0.0038861221077261,True,0.0307958259656859
4b,1.3,300040,teleport,2754,True,0.0004875435733944,0.1276598883209898,0.0038190819356552,True,0.0645809191859005
lag1,1.3,300033,0.25,2794,True,0.0003892045261538,0.3189377783841199,0.0012203149094651,True,-0.0319021996044048
lag2-tstar,1.3,300034,0.5,2794,True,0.0004265446255159,0.1484930667644265,0.0028724884926288,True,0.0819802643748135
lag1,1.3,300034,0.5,2799,True,0.0004262853650481,0.1488075355355655,0.0028646759286346,True,0.0821594060057762
4b,1.3,300049,teleport,2784,True,0.0004770858034515,0.1122164821376998,0.0042514770946579,True,-0.0332931820163732
lag1,1.3,300037,0.25,2810,True,0.0003864532402999,0.187017222535945,0.0020664045538675,True,0.0879756189929141
4b,1.3,300031,teleport,2807,True,0.0004864952519046,0.1315861833538575,0.0036971605947133,True,0.0288200909985409
4b,1.3,300005,teleport,2813,True,0.0004952589864519,0.1286118652874538,0.0038508032314515,True,0.030530277539609
lag2-tstar,1.3,300017,0.25,2854,True,0.0003934113507554,0.1717767711026308,0.0022902476756907,True,0.0175153591653933
lag2-tstar,1.3,300035,2.0,2859,True,0.000407901258015,0.1094818332779509,0.0037257437677306,True,0.028931820061373
4b,1.3,300011,teleport,2842,True,0.000519605559367,0.1290832815618541,0.0040253513319465,True,0.0303005407154981
lag1,1.5,300004,0.25,2865,True,0.0007786968601139,0.1429505254683414,0.0054473172278504,True,0.0225744588263219
lag1,1.3,300035,0.5,2870,True,0.0004426758646296,0.1524007598032943,0.0029046827929271,True,-0.0482514893078939
lag2-tstar,1.3,300040,2.0,2890,True,0.0004126692603994,0.1056078140997646,0.0039075636960882,True,0.0652979140750833
lag1,1.3,300000,0.25,2897,True,0.0003704130893334,1.1599664661131004,0.0003193308601193,True,0.0019679662839542
lag2-tstar,1.3,300043,0.25,2898,True,0.000384267216078,0.2314396991510437,0.0016603340632034,True,0.0009841672583399
lag1,1.3,300035,1.0,2902,True,0.0004102635370083,0.1177051888783015,0.0034855178511504,True,0.0271817069186628
lag2-tstar,1.3,300035,1.0,2902,True,0.0004102635370083,0.1177051888783015,0.0034855178511504,True,0.0271817069186628
4b,1.3,300035,control,2902,True,0.0004102635370083,0.1177051888783015,0.0034855178511504,True,0.0271817069186628
4b,1.3,300003,reset,2909,True,0.0005832204338518,0.1459504666844099,0.003996016231404,True,0.0801344187642056
lag2-tstar,1.3,300049,2.0,2910,True,0.0004112719308379,0.096625588735145,0.0042563459247346,True,-0.0330793676789727
lag1,1.3,300043,0.25,2911,True,0.0003837693292258,0.227849726192108,0.0016843089330827,True,0.0013428650284688
lag1,1.3,300049,1.0,2912,True,0.0004116018734132,0.0972484242468234,0.0042324785887383,True,-0.0334456561016622
4b,1.3,300049,control,2912,True,0.0004116018734132,0.0972484242468234,0.0042324785887383,True,-0.0334456561016622
lag2-tstar,1.3,300049,1.0,2912,True,0.0004116018734132,0.0972484242468234,0.0042324785887383,True,-0.0334456561016622
lag1,1.3,300035,2.0,2923,True,0.0004003313174404,0.1059961195961653,0.0037768488031986,True,0.0296571769987203
lag1,1.3,300005,1.0,2924,True,0.0004412822041757,0.1160154326487427,0.0038036508945476,True,0.0303817249597728
4b,1.3,300005,control,2924,True,0.0004412822041757,0.1160154326487427,0.0038036508945476,True,0.0303817249597728
lag2-tstar,1.3,300005,1.0,2924,True,0.0004412822041757,0.1160154326487427,0.0038036508945476,True,0.0303817249597728
lag2-tstar,1.3,300049,0.5,2929,True,0.0004118848102485,0.100463035017678,0.0040998642951222,True,-0.0345720326256863
lag2-tstar,1.3,300011,2.0,2929,True,0.0004594053171098,0.1117827390471453,0.0041098055122457,True,0.0314329355602134
lag1,1.3,300040,1.0,2936,True,0.0004132546533549,0.1107684410729089,0.0037307977737356,True,0.0637551235140225
lag2-tstar,1.3,300040,1.0,2936,True,0.0004132546533549,0.1107684410729089,0.0037307977737356,True,0.0637551235140225
4b,1.3,300040,control,2936,True,0.0004132546533549,0.1107684410729089,0.0037307977737356,True,0.0637551235140225
lag2-tstar,1.3,300002,0.25,2940,True,0.0003695025497126,3.23418699787059,0.0001142489750765,True,0.0007605527771077
lag1,1.3,300015,0.25,2941,True,0.0003953933159475,0.1377759169433656,0.0028698289564644,True,0.0218424171006128
lag1,1.3,300011,1.0,2955,True,0.0004586323936634,0.1160639275043819,0.0039515498357239,True,0.0298950666403652
lag2-tstar,1.3,300011,1.0,2955,True,0.0004586323936634,0.1160639275043819,0.0039515498357239,True,0.0298950666403652
4b,1.3,300011,control,2955,True,0.0004586323936634,0.1160639275043819,0.0039515498357239,True,0.0298950666403652
4b,1.3,300048,reset,2963,True,0.0005958427313076,0.1458235887350824,0.0040860517593629,True,0.0318892977274387
lag1,1.3,300002,0.25,2977,True,0.0003675915874822,3.581922668337825,0.000102624099267,True,0.0003720455086455
lag1,1.3,300031,1.0,2983,True,0.0004087879429945,0.1141827441872078,0.00358012014779,True,0.0281581110435993
lag2-tstar,1.3,300031,1.0,2983,True,0.0004087879429945,0.1141827441872078,0.00358012014779,True,0.0281581110435993
4b,1.3,300031,control,2983,True,0.0004087879429945,0.1141827441872078,0.00358012014779,True,0.0281581110435993
lag1,1.3,300029,2.0,3003,True,0.0004051053797406,0.0994557840148132,0.0040732209167477,True,0.0353020958076573
4b,1.3,300023,reset,3008,True,0.0006085248146794,0.1449648336437594,0.0041977409236701,True,0.0170112024064632
4b,1.3,300008,reset,3012,True,0.0005940283672076,0.1454708552728849,0.0040834871431349,True,0.0307878317886944
lag1,1.3,300049,0.5,3017,True,0.0004066174553195,0.0999327758615685,0.0040689098427813,True,-0.0345259527565527
lag1,1.3,300003,2.0,3020,True,0.0004023386089492,0.10577713033303,0.0038036445844442,True,0.0792657662933746
lag2-tstar,1.3,300038,0.25,3020,True,0.0003708563335486,0.6225726036798395,0.0005956836702363,True,0.004931837175117
4b,1.3,300009,reset,3021,True,0.0005717363388287,0.147063223227912,0.0038876907922972,True,0.0305100684082786
lag2-tstar,1.3,300022,0.25,3027,True,0.000383847226032,0.1984190011555315,0.0019345285673079,True,-0.0191451615629885
4b,1.3,300003,teleport,3032,True,0.0004861976328203,0.1326222016226802,0.0036660349992047,True,0.0782458779644978
lag1,1.5,300036,0.25,3042,True,0.0011603110903834,0.1037566955181241,0.0111829996569303,True,0.044994486295983
lag2-tstar,1.3,300011,0.5,3045,True,0.0004524795542843,0.1286655637648916,0.003516710618166,True,0.0267508110640171
lag2-tstar,1.3,300035,0.5,3060,True,0.000406066568795,0.1422599542084476,0.0028543982813325,True,0.0220355606715043
lag2-tstar,1.3,300040,0.5,3063,True,0.0004091909310482,0.1251565748035462,0.003269432162797,True,0.060010115038376
lag1,1.5,300011,0.5,3065,True,0.0015366084701079,0.1070289345761113,0.0143569444673416,True,0.0553684919857477
4b,1.3,300030,reset,3091,True,0.0005692368380424,0.1488479148016863,0.0038242849340608,True,0.0292341562332434
lag1,1.3,300030,2.0,3114,True,0.0003889714297328,0.1059100185659969,0.0036726594424162,True,0.0282659373392624
4b,1.3,300036,reset,3117,True,0.000586781312627,0.1454436360295328,0.0040344241153864,True,0.0316159192125635
lag1,1.3,300008,2.0,3120,True,0.0003944055004135,0.0992632047143808,0.0039733303145755,True,0.0309582889686055
lag1,1.3,300046,0.25,3121,True,0.0004409811913044,0.2469384172532282,0.0017857941919673,True,0.0139126918493432
lag1,1.3,300009,2.0,3122,True,0.0003909485509671,0.1046932401062042,0.0037342291686698,True,0.0298511207417244
lag1,1.3,300047,2.0,3139,True,0.0003931565921919,0.1046185218216162,0.0037580017892275,True,0.030428754148456
4b,1.3,300048,teleport,3137,True,0.0004545185440416,0.1117635493257206,0.0040667869514152,True,0.0319074553123115
lag2-tstar,1.3,300003,2.0,3159,True,0.0004101988267195,0.1084928189137829,0.00378088458597,True,0.0791793322326002
4b,1.3,300023,teleport,3167,True,0.0004678961048101,0.1160018148765483,0.0040335240039827,True,0.0162284681237947
4b,1.3,300008,teleport,3172,True,0.0004621091137995,0.1177627549219451,0.003924068472293,True,0.0299236279928414
4b,1.3,300009,teleport,3164,True,0.0004587259476795,0.1258870792941288,0.0036439478161833,True,0.029158931141749
lag2-tstar,1.3,300005,0.5,3177,True,0.0004633997444577,0.1335805126522904,0.0034690669713473,True,0.0271548265351153
lag1,1.3,300022,0.25,3179,True,0.0003771648448837,0.1944794821621959,0.0019393554563723,True,-0.0191942445966416
lag1,1.3,300005,0.5,3187,True,0.0004643076400398,0.1340414716396047,0.0034639103432718,True,0.027423436022361
lag2-tstar,1.3,300049,0.25,3196,True,0.0003845854378873,0.1334352967188286,0.0028821867028014,True,-0.0435922205740848
lag2-tstar,1.3,300004,0.5,3198,True,0.0003977692054758,0.1497893529522344,0.0026555238916256,True,0.0212377609098624
lag1,1.3,300004,0.5,3201,True,0.0003982782080157,0.1501474046263774,0.0026525813683345,True,0.0212499027448713
lag2-tstar,1.3,300039,0.25,3201,True,0.0003610867516395,0.4025302294377612,0.0008970425703031,True,0.0063240494463665
lag1,1.3,300036,2.0,3207,True,0.0004335516077156,0.107526023284867,0.0040320621415254,True,0.0323014787139341
lag1,1.3,300025,2.0,3216,True,0.0003924525942939,0.1028274416875342,0.0038166134239393,True,0.0308453228111071
lag1,1.3,300003,1.0,3224,True,0.0004101278334647,0.1151503614322521,0.0035616721334046,True,0.0773982727410185
lag2-tstar,1.3,300003,1.0,3224,True,0.0004101278334647,0.1151503614322521,0.0035616721334046,True,0.0773982727410185
4b,1.3,300003,control,3224,True,0.0004101278334647,0.1151503614322521,0.0035616721334046,True,0.0773982727410185
4b,1.3,300030,teleport,3243,True,0.0004520381479417,0.125941504970264,0.0035892706542491,True,0.0276442797931502
lag1,1.3,300017,0.25,3247,True,0.0004222701695905,0.1810360150952143,0.0023325202411712,True,0.0178018554862136
lag2-tstar,1.3,300009,2.0,3255,True,0.0003849527053354,0.1032759821679761,0.0037274175200707,True,0.030119231397119
lag1,1.3,300039,0.25,3271,True,0.0003611565109818,0.3288457167102719,0.0010982551775185,True,0.008040885979796
4b,1.3,300036,teleport,3206,True,0.0004975329040122,0.123815943485017,0.0040183266387859,True,0.0319951422254609
lag1,1.3,300003,0.5,3280,True,0.0004159938689671,0.1305799509183437,0.003185740736166,True,0.0256424911602786
lag2-tstar,1.3,300036,2.0,3289,True,0.0004461548735971,0.1103722895515977,0.0040422725251935,True,0.0320468055576923
lag2-tstar,1.3,300036,1.0,3307,True,0.00044720631037,0.1113498858370826,0.0040162260338939,True,0.0318595960874366
lag1,1.3,300036,1.0,3307,True,0.00044720631037,0.1113498858370826,0.0040162260338939,True,0.0318595960874366
4b,1.3,300036,control,3307,True,0.00044720631037,0.1113498858370826,0.0040162260338939,True,0.0318595960874366
lag2-tstar,1.3,300023,2.0,3318,True,0.0003915333498562,0.0959841848640793,0.0040791443966599,True,0.0166681724340518
lag2-tstar,1.3,300008,2.0,3330,True,0.0003854584805716,0.0971764604223195,0.0039665828421456,True,0.030856908862209
lag1,1.3,300048,1.0,3338,True,0.0003803489849125,0.0937331357386925,0.0040577857757029,True,0.0321866087816653
lag2-tstar,1.3,300048,1.0,3338,True,0.0003803489849125,0.0937331357386925,0.0040577857757029,True,0.0321866087816653
4b,1.3,300048,control,3338,True,0.0003803489849125,0.0937331357386925,0.0040577857757029,True,0.0321866087816653
lag1,1.3,300048,2.0,3339,True,0.0003798881707232,0.09358938260948,0.0040590947405689,True,0.0321696378453542
lag2-tstar,1.3,300048,2.0,3339,True,0.0003821502972772,0.0936029650729548,0.0040826729898929,True,0.0320532248705536
lag1,1.3,300048,0.5,3341,True,0.0003809412449033,0.0957336589924717,0.00397917774075,True,0.031604208622852
lag2-tstar,1.3,300048,0.5,3342,True,0.000380527999556,0.0947610327055163,0.0040156590603926,True,0.0318519245866451
lag2-tstar,1.3,300036,0.5,3347,True,0.0004480891794997,0.1141640857295507,0.0039249574560709,True,0.0311274635690781
lag1,1.3,300023,1.0,3351,True,0.0003915518380135,0.0986459998145831,0.0039692621976512,True,0.0160319070391472
4b,1.3,300023,control,3351,True,0.0003915518380135,0.0986459998145831,0.0039692621976512,True,0.0160319070391472
lag2-tstar,1.3,300023,1.0,3351,True,0.0003915518380135,0.0986459998145831,0.0039692621976512,True,0.0160319070391472
lag1,1.3,300009,1.0,3355,True,0.0003847964532217,0.1079875595767397,0.003563340580433,True,0.0285824148568172
lag2-tstar,1.3,300009,1.0,3355,True,0.0003847964532217,0.1079875595767397,0.003563340580433,True,0.0285824148568172
4b,1.3,300009,control,3355,True,0.0003847964532217,0.1079875595767397,0.003563340580433,True,0.0285824148568172
lag2-tstar,1.3,300032,0.25,3367,True,0.0003615818621659,0.6690225043242856,0.0005404629288683,True,-0.0065875173101298
lag1,1.3,300008,1.0,3371,True,0.000385203093825,0.0998264026615188,0.0038587295901179,True,0.0298137047179087
lag2-tstar,1.3,300045,0.25,3371,True,0.000385955078505,0.3517252316681347,0.0010973198501413,True,0.0085000717339569
4b,1.3,300008,control,3371,True,0.000385203093825,0.0998264026615188,0.0038587295901179,True,0.0298137047179087
lag2-tstar,1.3,300008,1.0,3371,True,0.000385203093825,0.0998264026615188,0.0038587295901179,True,0.0298137047179087
lag1,1.3,300013,2.0,3379,True,0.000388255885422,0.0945628812337243,0.0041057958509362,True,0.0072321644489086
lag1,1.3,300049,0.25,3387,True,0.0003742909717363,0.1404823280610588,0.0026643277976831,True,-0.0452789664841097
lag2-tstar,1.3,300003,0.5,3388,True,0.0004036034004365,0.132360923680631,0.003049264006425,True,0.0731670130344959
lag1,1.3,300038,0.25,3388,True,0.0004013952223726,0.7037012765693967,0.0005704057044339,True,0.0047314235115061
lag2-tstar,1.3,300030,2.0,3390,True,0.0003766181408448,0.1027299579094565,0.0036660984634759,True,0.0284150497845527
lag2-tstar,1.3,300031,0.5,3410,True,0.0003875929137134,0.1320445869700683,0.0029353184602811,True,0.0231965971245298
lag1,1.3,300015,0.5,3413,True,0.0005017450828323,0.1323048444796578,0.0037923409744036,True,0.0285859844323566
lag1,1.3,300031,0.5,3418,True,0.0003872115861899,0.1320246240099145,0.0029328739929673,True,0.023031336388541
lag1,1.3,300021,2.0,3418,True,0.0003893260976469,0.0969729139300622,0.0040147921916398,True,0.0310518000470023
lag2-tstar,1.3,300023,0.5,3433,True,0.0003892756169198,0.105426248878935,0.0036923974916994,True,0.0136260913453918
lag1,1.3,300030,1.0,3445,True,0.0003767695354939,0.1073137350351388,0.0035109162435785,True,0.0271925581646443
lag2-tstar,1.3,300030,1.0,3445,True,0.0003767695354939,0.1073137350351388,0.0035109162435785,True,0.0271925581646443
4b,1.3,300001,reset,3445,True,0.000575065977655,0.1458445701180858,0.0039430057436451,True,0.1025753103793716
4b,1.3,300030,control,3445,True,0.0003767695354939,0.1073137350351388,0.0035109162435785,True,0.0271925581646443
lag2-tstar,1.3,300011,0.25,3463,True,0.000391303553923,0.1873876475187609,0.0020882035668008,True,0.0155593964237441
lag2-tstar,1.3,300008,0.5,3463,True,0.0003828195425003,0.1068997270715097,0.0035811086986616,True,0.0274306569866185
lag1,1.3,300014,2.0,3474,True,0.0004637499266358,0.1214605759334205,0.0038181107167652,True,0.030391354787411
lag2-tstar,1.3,300034,0.25,3484,True,0.0003555440547591,0.2566149120243791,0.0013855159544484,True,0.0694514993266588
lag1,1.3,300034,0.25,3491,True,0.0003553477479959,0.2572409574464678,0.0013813809104246,True,0.0694705131884263
lag1,1.3,300008,0.5,3504,True,0.0003875781276643,0.1087045850140541,0.0035654257602311,True,0.0276942945788349
lag1,1.5,300009,0.25,3513,True,0.0008860056505295,0.1029569479418778,0.0086055935829583,True,0.0349689482111195
lag2-tstar,1.3,300048,0.25,3522,True,0.0003657760343113,0.1142706021267337,0.0032009635680897,True,0.0251721452279132
lag2-tstar,1.3,300036,0.25,3537,True,0.000423196283034,0.135136942855341,0.0031316106024912,True,0.0244656743999158
lag1,1.3,300036,0.5,3548,True,0.0004653734065206,0.1182375238942925,0.0039359197587451,True,0.0313955568773396
lag2-tstar,1.3,300040,0.25,3569,True,0.0003594860757151,0.1881905394213189,0.0019102239507924,True,0.0487092660449439
lag2-tstar,1.3,300030,0.5,3580,True,0.0003735160870942,0.1192559135249883,0.0031320550575131,True,0.0242864502142972
lag1,1.3,300048,0.25,3592,True,0.0003610470109687,0.1244309544830857,0.0029015851599674,True,0.0227758974216909
lag2-tstar,1.5,300012,2.0,3630,True,0.0022758316340781,0.119660045121381,0.0190191440406832,True,0.0704704035948793
lag2-tstar,1.3,300009,0.5,3593,True,0.0003890664199414,0.1218500987576354,0.0031929922413551,True,0.0257785024019907
lag2-tstar,1.5,300012,0.5,3640,True,0.0023209602636668,0.1586606298063354,0.0146284573967708,True,0.0532587778969781
lag1,1.5,300012,1.0,3643,True,0.0021978650987014,0.1190902533796773,0.0184554574058579,True,0.0688792194148575
lag2-tstar,1.5,300012,1.0,3643,True,0.0021978650987014,0.1190902533796773,0.0184554574058579,True,0.0688792194148575
4b,1.5,300012,control,3643,True,0.0021978650987014,0.1190902533796773,0.0184554574058579,True,0.0688792194148575
lag2-tstar,1.3,300005,0.25,3665,True,0.0004082770182426,0.2112318789666788,0.0019328380746308,True,0.0148671127251152
4b,1.3,300001,teleport,3632,True,0.0004528369169482,0.123853475634087,0.0036562309990084,True,0.1001770468143832
lag1,1.3,300016,0.5,3671,True,0.0003810515583758,0.1097112541629175,0.0034732221528525,True,-0.0112499160204603
lag1,1.5,300012,2.0,3673,True,0.0022617637187298,0.1189085204032199,0.0190210399646738,True,0.0696160074243388
lag1,1.3,300005,0.25,3687,True,0.0004089531855671,0.2135828629360824,0.0019147284568873,True,0.0150476964883454
4b,1.5,300012,teleport,3667,True,0.0018057810732125,0.1041850146235222,0.0173324453592275,True,0.068061412551488
lag1,1.5,300012,0.5,3742,True,0.0023462723890726,0.1614821969668874,0.0145296040872777,True,0.0535484350536237
lag2-tstar,1.3,300023,0.25,3749,True,0.0003610178811486,0.1330571568529513,0.0027132541359475,True,0.0061490171882689
lag2-tstar,1.3,300035,0.25,3744,True,0.0003436794830818,0.2504959007297795,0.0013719964361914,True,0.0101717555356066
lag1,1.3,300001,2.0,3781,True,0.0003654090571181,0.0967075682247168,0.0037784949391872,True,0.1015470521570334
lag2-tstar,1.3,300001,2.0,3783,True,0.000365376543284,0.0967329570244525,0.0037771671054334,True,0.1014505187347722
4b,1.5,300012,reset,3793,True,0.0011330153247197,0.0702099426595425,0.01613753382785,True,0.0681904095635759
lag2-tstar,1.3,300008,0.25,3799,True,0.0003544236620704,0.1364020953957289,0.0025983740282159,True,0.01954042737709
lag1,1.3,300008,0.25,3800,True,0.0003586948095549,0.1391098183011128,0.002578501028436,True,0.0194365745604969
lag1,1.3,300009,0.5,3826,True,0.0004002591348263,0.1243134673338779,0.0032197568245064,True,0.025697868673377
lag2-tstar,1.5,300012,0.25,3841,True,0.0012760901835962,0.5824453698890235,0.0021909182381163,True,0.008965239710146
lag1,1.3,300035,0.25,3890,True,0.0003570801415401,0.2928403136674668,0.0012193681159132,True,0.0087597838492103
lag2-tstar,1.3,300003,0.25,3930,True,0.0003519365557744,0.1975446031160982,0.0017815549006295,True,0.0628282050124111
lag1,1.3,300011,0.5,3916,True,0.0005320621173817,0.1505032874047193,0.0035352192404339,True,0.0267820485743406
lag1,1.3,300001,1.0,3931,True,0.0003633262191031,0.102069071665532,0.0035596112825804,True,0.0994925193971749
lag2-tstar,1.3,300001,1.0,3931,True,0.0003633262191031,0.102069071665532,0.0035596112825804,True,0.0994925193971749
4b,1.3,300001,control,3931,True,0.0003633262191031,0.102069071665532,0.0035596112825804,True,0.0994925193971749
lag2-tstar,1.3,300030,0.25,4039,True,0.0003379887192594,0.1656663076398517,0.0020401777770906,True,0.0154742694608041
lag1,1.5,300012,0.25,4065,True,0.0012561272374172,0.5965509507369354,0.0021056495440423,True,0.0090526757662037
lag1,1.3,300036,0.25,4074,True,0.0004442328951531,0.1589946590260357,0.0027940114333049,True,0.0218050469720807
lag2-tstar,1.3,300012,2.0,4110,True,0.0006320609130523,0.1515664260531919,0.0041701907837459,True,0.032855730577475
lag1,1.5,300047,0.5,4076,True,0.0020679883263636,0.1709278088847939,0.0120986066565534,True,0.044755728340194
lag1,1.5,300011,0.25,4113,True,0.0013147657616556,0.2167410271068944,0.006066067782392,True,0.0231143002656282
lag1,1.3,300030,0.5,4128,True,0.0004001552194717,0.1245450742905329,0.0032129349293913,True,0.0245401153432649
lag1,1.3,300012,2.0,4141,True,0.0006284872426055,0.1506855760752357,0.0041708520415501,True,0.0328515140501457
lag1,1.3,300012,1.0,4142,True,0.0006243055672881,0.1520885478771248,0.004104882162413,True,0.0324681441434262
4b,1.3,300012,control,4142,True,0.0006243055672881,0.1520885478771248,0.004104882162413,True,0.0324681441434262
lag2-tstar,1.3,300012,1.0,4142,True,0.0006243055672881,0.1520885478771248,0.004104882162413,True,0.0324681441434262
lag1,1.3,300016,0.25,4158,True,0.0003474107248024,0.1452519989945771,0.0023917793022281,True,-0.0195129149872999
lag2-tstar,1.3,300009,0.25,4159,True,0.000361576643894,0.1683581850152548,0.0021476629951865,True,0.0172115723825689
lag2-tstar,1.3,300031,0.25,4169,True,0.0003338264826035,0.1835037111943855,0.0018191810968333,True,0.0138849871346988
4b,1.3,300012,teleport,4153,True,0.0006080291191495,0.149266433245231,0.0040734484366662,True,0.0323743755573457
lag2-tstar,1.3,300012,0.5,4179,True,0.0006338482586905,0.1885076984748472,0.0033624529067981,True,0.0264677904675638
lag1,1.3,300031,0.25,4185,True,0.0003333198092149,0.1834195625723872,0.001817253320967,True,0.0139794970177689
4b,1.3,300012,reset,4194,True,0.0005929399246622,0.1464035109340847,0.0040500389702345,True,0.0321231646834356
lag2-tstar,1.3,300001,0.5,4233,True,0.0003566887735351,0.1170869457733023,0.0030463581672527,True,0.0949593607886343
lag1,1.3,300001,0.5,4238,True,0.000356547162578,0.1172531923937232,0.0030408311731143,True,0.0952512201112696
lag1,1.3,300012,0.5,4266,True,0.0006391889945144,0.1914723880413919,0.0033382828775093,True,0.0262645950061781
lag2-tstar,1.3,300004,0.25,4268,True,0.0003648938884268,0.2763810088167369,0.0013202567353996,True,0.0104030051424104
lag1,1.5,300047,0.25,4280,True,0.0011343543975484,0.4101414873294493,0.0027657636025426,True,0.0106895977517933
lag1,1.3,300004,0.25,4325,True,0.000366945177702,0.2809567327310005,0.0013060558262308,True,0.0105316916265234
lag2-tstar,1.5,300015,2.0,4666,True,0.002125305440182,0.1126337481356029,0.0188691708778375,True,0.0699499820336753
lag2-tstar,1.5,300021,2.0,4667,True,0.001663502227874,0.0938505126705417,0.0177250201468128,True,0.0682870752514643
lag1,1.3,300030,0.25,4473,True,0.0003507576495113,0.1625192793363558,0.0021582525528275,True,0.016556633089281
lag2-tstar,1.5,300015,1.0,4668,True,0.0021221013743764,0.1128618030374448,0.0188026534865151,True,0.0695466755841924
4b,1.5,300015,control,4668,True,0.0021221013743764,0.1128618030374448,0.0188026534865151,True,0.0695466755841924
lag1,1.5,300015,1.0,4668,True,0.0021221013743764,0.1128618030374448,0.0188026534865151,True,0.0695466755841924
lag2-tstar,1.5,300015,0.5,4696,True,0.0019856984761647,0.1250074673892484,0.0158846388750657,True,0.0588005091636196
